都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000009582,京都府,舞鶴市,舞鶴赤れんがパーク,マイヅルアカレンガパーク,,,京都府舞鶴市北吸1039-13,,35.474707 ,135.385432 ,休日：12/29～1/1,,,9時～17時（夜間利用がある場合は22時まで）カフェJAZZ　10時～20時（月曜日は17時まで）,,,1号棟（赤れんが博物館） 世界初の「れんが」をテーマとした博物館。世界各国のれんがやその歴史などを展示している。2号棟（舞鶴市政記念館） 明治から平成に至る舞鶴のあゆみを紹介するコーナーや喫茶コーナー、レンタサイクルがある。3号棟（まいづる智恵蔵） 土産物販売コーナーなどがある。4号棟（赤れんが工房） 木製の扉口・階段・ガラス窓など、当時の姿を残しており、創作工房やスタジオなどを備えた市民のものづくりの拠点となっている。5号棟（赤れんがイベントホール） 自由なレイアウトを可能にする多目的ホールがあり、コンサートやバザーなどに利用されている。以上5棟は、国の重要文化財であり、日本遺産構成文化財です。,,JR舞鶴線「東舞鶴」駅から京都交通バスで約5分「市役所前」下車すぐJR舞鶴線「東舞鶴」駅下車、徒歩15分舞鶴若狭自動車道「舞鶴東」ICから10分,普通車80台、大型バス7台,車椅子可,舞鶴赤れんがパーク,0773-66-1096,,,,http://akarenga-park.com/,2013-02-20,2019-03-14,
26000,0000008409,京都府,舞鶴市,舞鶴観光協会（一般社団法人京都府北部地域連携都市圏振興社 舞鶴地域本部）,マイヅルカンコウキョウカイ,,,京都府舞鶴市北吸1039-2,,35.474707 ,135.385432 ,,,,,,,赤れんがパーク2号棟2階に事務局を置いている。東舞鶴駅観光案内所〈電話番号〉0773-65-2100〈営業時間〉9時30分～17時（ただし12時45分～13時45分は昼休み）〈休日〉年末年始（12/29～1/3）まいづる観光ステーション〈電話番号〉0773-75-8600〈営業時間〉9時～17時30分〈休日〉年末年始（12/31～1/2）舞鶴赤れんがパーク総合案内〈電話番号〉0773-66-1096〈営業時間〉9時～17時〈休日〉年末年始（12/29～1/1）,,,,,舞鶴観光協会（一般社団法人京都府北部地域連携都市圏振興社 舞鶴地域本部）,0773-75-8600,,,,http://www.maizuru-kanko.net/,2009-07-13,2019-03-14,
26000,0000000588,京都府,舞鶴市,円隆寺,エンリュウジ,,,京都府舞鶴市引土72,,35.443363 ,135.323959 ,,,,,,,奈良時代に行基が創建、のち長徳年間（998～998）に皇慶上人が中興したと伝えられる。本尊は丹後地方最大の丈六仏で、そのおだやかな表情、ふくよかな体つき、やわらかな衣のラインは定朝式を伝える美しい仏像。また、この仏像のほか、不動明王立像と毘沙門天立像は、重要文化財に指定されている。,,JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅下車、徒歩5分舞鶴若狭自動車道「舞鶴西」ICから10分,,,円隆寺,0773-75-1193,,,,,2009-07-13,2019-03-14,仏像拝観は団体についてのみ可能（事前連絡必要）
26000,0000007780,京都府,舞鶴市,たかお温泉　光の湯,タカオオンセン　ヒカリノユ,,,京都府舞鶴市十倉71,,35.421095 ,135.330609 ,休日：木曜日,,,入浴　10時～22時（受付は21時30分まで）マッサージ　11時～17時レストラン　11時～21時,,大人（中学生以上）　720円子供（小学生以下）　360円幼児（2歳未満）無料,露天風呂、寝湯、バイブラバス、水風呂、サウナなどがある日帰り温泉施設。他に、マッサージやレストランもある。,,舞鶴若狭自動車道「舞鶴西」ICから国道27号を舞鶴市街へ3分JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅から車で5分,,,たかお温泉　光の湯,0773-77-1126,,,,http://www.hikarinoyu.com/,2009-07-13,2021-02-22,
26000,0000000594,京都府,舞鶴市,冠島,カンムリジマ,,,京都府舞鶴市野原・小橋・三浜,,35.678404 ,135.424333 ,,,,,,,舞鶴港の北東、若狭湾に浮かぶ冠島。オオミズナギドリの繁殖地となっており、毎年3月～11月まで20万羽が生息している。冠島は、国指定天然記念物になっている。,,,,,舞鶴観光協会,0773-75-8600,,,,,2009-07-13,2021-03-04,調査・研究以外の目的で島へ上陸することはできない。
26000,0000006721,京都府,舞鶴市,海軍ゆかりの港めぐり遊覧船,カイグンユカリノミナトメグリユウランセン,,,京都府舞鶴市北吸,,35.476097 ,135.386710 ,,,,運航時間等は「まいづる観光ネット」遊覧船ページ（http://www.maizuru-kanko.net/recommend/cruise/）にてご確認ください。,,"大人　1,300円子供　700円",舞鶴赤れんがパークに隣接する北吸赤れんが桟橋から旧海軍ゆかりの港をめぐる。（造船所、海上自衛隊桟橋など）所要時間／約30分定員／約60名,,JR舞鶴線「東舞鶴」駅下車、徒歩15分舞鶴若狭自動車道「舞鶴東」ICから10分,赤れんがパーク駐車場を利用,車椅子可（要介助。障害状況により異なるので予約時に相談）,海軍ゆかりの港めぐり遊覧船,090-5978-8711,,,,,2009-07-13,2021-02-22,団体予約有り（貸切便）3月～1月（2月を除く）毎日、定期便運行時間外に運行可（9時～17時）団体予約はまいづる広域観光公社TEL.0773-77-5400
26000,0000000590,京都府,舞鶴市,松尾寺,マツノオデラ,,,京都府舞鶴市松尾532,,35.497156 ,135.468664 ,,,,拝観自由宝物殿　9時～16時,,宝物殿入館料　800円（要問い合わせ）,若狭富士の名で知られる青葉山の中腹に経つ松尾寺は西国三十三ヶ所第二十九番札所。国宝、普賢延命像（絵画）をはじめ、快慶作の阿弥陀如来坐像など多くの文化財を所蔵し、春・秋の各2ヶ月間、境内の宝物殿で展示公開される。,,JR舞鶴線「東舞鶴」駅からタクシーで20分舞鶴若狭自動車道「舞鶴東」ICから15分,,,松尾寺,0773-62-2900,,,,,2009-07-13,2019-12-02,
26000,0000004049,京都府,舞鶴市,舞鶴公園,マイヅルコウエン,,,京都府舞鶴市南田辺,,35.445851 ,135.330910 ,休日：資料館は月曜日（祝日の場合はその翌々日）、祝日の翌日、年末年始,,,公園入場自由資料館　9時～17時（入館は16時30分まで）,,,戦国時代に細川幽斎・忠興親子が築いた田辺城跡に整備された公園。現在は、桜の名所として有名。また園内には、歴代城主や田辺城の歴史を紹介した資料館がある。,,JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅下車、徒歩5分舞鶴若狭自動車道「舞鶴西」ICから10分,,,田辺城資料館,0773-76-7211,,,,,2009-07-13,2021-02-22,
26000,0000000593,京都府,舞鶴市,安寿姫塚,アンジュヒメヅカ,,,京都府舞鶴市下東,,35.459365 ,135.292054 ,,,,,,,森鴎外の「山椒大夫」で有名な安寿姫と厨子王丸の悲しい物語の舞台となった舞鶴。三庄（山椒）太夫のもとから逃げ出そうとした安寿姫は、非業の最期をとげたが、土地の人々によって手厚く葬られ、今もその塚が残っている。周辺にはアジサイやハナショウブが数多く植えられている。,,JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅から車で20分京都丹後鉄道宮舞線「東雲」駅下車、徒歩30分舞鶴若狭自動車道「舞鶴西」ICから25分京都縦貫自動車道綾部宮津道路「舞鶴大江」ICから35分,,,舞鶴観光協会,0773-75-8600,,,,,2009-07-13,2019-03-14,
26000,0000007971,京都府,舞鶴市,エル・マールまいづる,エル・マールマイヅル,,,京都府舞鶴市千歳　舞鶴親海公園内,,35.513491 ,135.343966 ,休日：火曜日、水曜日、年末年始（12/29～1/3）,,,9時30分～17時30分,,入館料無料プラネタリウム観覧料　高校生以上　200円　小・中学生　100円　小学生未満無料※団体割引30名以上2割引※身体障害者無料,日本初の海上プラネタリウムをもつ舞鶴発電所船舶形のPR館で、さまざまな魅力あふれる施設が充実したアミューズメント搭載の体験館。1階　舞鶴体験館・プラネタリウム（海とともに歩んできた舞鶴の歴史をたどるとともにプラネタリウムで舞鶴の四季を投影）2階　豪華客船の船内をイメージした船の体験館3階 舞鶴湾の美しいパノラマ風景が楽しめる展望室・展望デッキB1階　エネルギー体験館でエネルギーの発見から現代の利用を紹介,,JR舞鶴線「東舞鶴」駅から車で25分舞鶴若狭自動車道「舞鶴東」ICから国道27号～府道21号で25分,大型観光バス5台、乗用車60台,車椅子可（プラネタリウムホール　車イス席2席有り）,エル・マールまいづる,0773-68-1090,,,,http://www.kepco.co.jp/corporate/profile/community/pr/elmar/,2009-07-13,2019-03-14,
26000,0000000864,京都府,舞鶴市,京都舞鶴港,キョウトマイヅルコウ,,,京都府舞鶴市,,35.472074 ,135.332933 ,,,,,,,日本海側有数の天然の良港。戦後の海外からの引き揚げ港としてその名が知られた。現在は近畿北部の拠点として西港を外国貿易港および外航クルーズの寄港や発着港、東港を国内貿易港として整備が進められている。また、舞鶴と北海道・小樽の間には日本最大1万7千総トンの大型高速フェリーが就航している。また、平成23年（2011）11月には、対岸諸国との貿易や観光の拠点となる「日本海側拠点港」に選定。,,,,,京都舞鶴港,,,,,,2009-07-13,2019-03-14,
26000,0000007970,京都府,舞鶴市,舞鶴親海公園,マイヅルシンカイコウエン,,,京都府舞鶴市千歳地内,,35.513491 ,135.343966 ,休日：水曜日（祝日の場合は翌日）、12/29～1/3エル・マールまいづるは火曜日、水曜日定休,,,公園は終日開放海釣護岸　4月～5月、9月～11月　7時～18時　6月～8月　7時～19時　12月～3月　7時～17時レストランM’s deli（エムズデリ）、エル・マールまいづる　営業時間等はホームページをご確認ください。,,無料,舞鶴湾の入口・千歳地区に整備された公園。港を行き交う船を眺めながら、レストランで名物「黒ハヤシライス」を味わったり、家族で釣りを楽しんだりできます。また、関西電力舞鶴発電所のPR館「エル・マールまいづる」も併設しています。,,JR舞鶴線「東舞鶴」駅から車で25分舞鶴若狭自動車道「舞鶴東」ICから国道27号～府道21号で25分,大型観光バス5台、乗用車69台少し離れた場所にも駐車場有り2カ所、計46台,車椅子可（エレベーター有り）貸し出し用車椅子有り（1台）多目的トイレ有り,舞鶴市水産課,0773-66-1020,,,,http://www.city.maizuru.kyoto.jp/,2009-07-13,2021-02-22,
26000,0000002909,京都府,舞鶴市,多禰寺,タネジ,,,京都府舞鶴市多祢寺346,,35.531847 ,135.386668 ,,,,4月～10月　9時～17時11月～3月　9時～16時,,参拝自由宝物殿　500円（要事前連絡）,西国薬師霊場第30番札所。用明天皇の第3皇子で聖徳太子の異母弟麻呂子親王の開基と伝え、鬼退治の伝説を伴う。宝物殿には国内最大級の仁王像の他、多くの文化財を収蔵している。,,JR舞鶴線「東舞鶴」駅から京都交通バス（小橋行き）で「舞鶴自然文化園前」下車、徒歩20分JR舞鶴線「東舞鶴」駅からタクシーで30分舞鶴若狭自動車道「舞鶴東」ICから30分,,,多禰寺,0773-68-0026,,,,,2009-07-13,2019-03-14,
26000,0000008207,京都府,舞鶴市,舞鶴ふるるファーム,マイヅルフルルファーム,,,京都府舞鶴市瀬崎60,,35.536442 ,135.347878 ,休日：火曜日（ただし祝日は営業）,,,農村レストランふるる　11時～15時、18時～21時（土曜のみ）ふるるマーケット　9時～16時手作りお菓子工房　10時～16時コテージ・バンガロー　チェックイン16時　チェックアウト翌日10時,,"農村レストランふるる（ランチ）　大人　1,850円（70才以上1,650円）　小学生　980円　幼児　650円（3才以下無料）星のふるるコテージ（要予約）　宿泊施設　最大10名×2棟　平日　4名18,700円　休前日　4名23,200円バンガロー（要予約）　宿泊施設　最大5名×1棟　平日　1名6,050円　休前日　1名7,425円※すべて税込","平成18年（2006）7月22日にオープンした農業公園。安心・安全な地元食材による自然食レストラン「農村レストランふるる」（60種類以上の自然食メニューが楽しめるビュッフェスタイルのレストラン）や、地元農産物や加工品を販売する「ふるるマーケット」、全て手作りで丁寧に仕上げたスイーツを販売する「手作りお菓子工房」、クラインガルテン（滞在型市民農園）・貸農園・自然を満喫できるコテージやバンガローなど、様々な施設を整備している。また、舞鶴が発祥の地とされている肉じゃがを使った肉じゃがコロッケ（1個165円）や肉じゃが味のジェラート（1個350円）を販売している。また、フルーツ大福づくり教室や、石窯を使ったクッキーやピザづくりの体験もできる。（受付はふるる事務所、要予約）施設内ではポニーや羊、ヤギ、ヒツジ、ミニブタ、ウサギを飼育しており、エサやり体験ができる他、土日祝にはポニーの乗馬体験（1回300円、小学生まで）も実施している。""",,JR舞鶴線「東舞鶴」駅から車で25分舞鶴若狭自動車道「舞鶴東」ICから車で30分,大型観光バス3台、乗用車80台,車椅子可,株式会社農業法人ふるる,0773-68-0233,,,,http://www.fururufarm.com/,2009-07-13,2021-02-22,2月10日～3月8日まで　レストラン・・・全日休業　お菓子工房・・・休業　(ケーキの予約は対応)　マーケット・・・毎週火・金曜日のみ休業　コテージ　・・・予約客のみ対応　農園　　　・・・毎週火曜日のみ休業
26000,0000002866,京都府,舞鶴市,道の駅　舞鶴港とれとれセンター,ミチノエキ　マイヅルコウトレトレセンター,,,京都府舞鶴市下福井905,,35.449956 ,135.314683 ,休日：水曜日（祝日の場合は営業、12月は無休）,,,9時～18時（季節により変更あり）,,,とれたての魚介類を購入してすぐに調理して食べられる「海鮮市場」、新鮮な食材を堪能できる「海鮮レストラン」などがある舞鶴きっての海鮮市場。道の駅では、地元の畑でとれる野菜や加工食品などを販売している。生産者が毎朝持ち込む新鮮な食材は大人気。,,JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮豊線「西舞鶴」駅から京都交通バス「とれとれセンター前」下車舞鶴若狭自動車道「舞鶴西」ICから15分,250台バス含む、料金/無料,,道の駅　舞鶴港とれとれセンター,0773-75-6125,,,,,2009-07-13,2019-03-14,
26000,0000003575,京都府,舞鶴市,田辺城資料館,タナベジョウシリョウカン,,,京都府舞鶴市南田辺15-22,,35.446184 ,135.330124 ,休日：月曜日（祝日の場合はその翌々日）、祝日の翌日、年末年始（12/29～1/3）,,,9時～17時（入館は16時30分まで）,,一般　200円（150円）学生　100円（70円）※市内在住または市内へ通学の学生は無料（ ）内は団体（20名以上）料金,田辺城の資料を収集・展示している資料館。戦国の武将、細川幽斎が築いた田辺城は優美な姿から舞鶴城とも呼ばれた。,,JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅下車、徒歩5分舞鶴若狭自動車道「舞鶴西」ICから10分,,,田辺城資料館,0773-76-7211,,,,,2009-07-13,2021-02-22,
26000,0000002908,京都府,舞鶴市,金剛院,コンゴウイン,,,京都府舞鶴市鹿原595,,35.476224 ,135.447298 ,,,,9時～16時,,入山料　300円宝物殿　500円（要予約）,関西花の寺3番礼所。平安時代初頭に高丘親王によって開かれ白河天皇が中興したと伝えられる金剛院。三重の塔、本堂、雲山閣などが周囲の景観と溶けあって、訪れる人たちの心を引きつける。春の新緑や冬の雪景色はもちろん、もえるような紅葉につつまれた姿は見事で、小説「金閣寺」にも美しく描写されている。三重の塔は、重要文化財に指定されているほか、多くの文化財も収蔵しており、拝観もできる。,,JR舞鶴線「東舞鶴」駅から京都交通バス（高浜方面行き）で「鹿原」下車、徒歩10分舞鶴若狭自動車道「舞鶴東」ICから10分,,,金剛院,0773-62-1180,,,,,2009-07-13,2019-03-14,
26000,0000003579,京都府,舞鶴市,舞鶴引揚記念館,マイヅルヒキアゲキネンカン,,,京都府舞鶴市平1584番地,,35.509524 ,135.396691 ,休日：毎月第3木曜日（8月と国民の休日にあたる場合を除く）、年末年始,,,9時～17時（入館は16時30分まで）,,一般　400円（300円）学生　150円（100円）（ ）は団体（20名以上）料金赤れんが博物館との共通券一般600円、学生200円　,1945年の第二次大戦終結後に旧ソ連によってシベリアに抑留された人々の体験を描いた絵画や家族へ送った手紙、抑留時に書かれた貴重な日誌などの資料を展示。2015年に収蔵資料の中の570点が「舞鶴への生還」としてユネスコ世界記憶遺産に登録。,,JR舞鶴線「東舞鶴」駅から京都交通バスで15分「引揚記念館前」下車舞鶴若狭自動車道「舞鶴東」ICから15分,無料※バス駐車可能,車椅子可,舞鶴引揚記念館,0773-68-0836,,,,http://m-hikiage-museum.jp/,2009-07-13,2020-03-31,2018年4月24日に抑留生活体験室を新設。
26000,0000002910,京都府,舞鶴市,舞鶴自然文化園,マイヅルシゼンブンカエン,,,京都府舞鶴市多祢寺24-12,,35.538522 ,135.396990 ,,,,ツバキ　3月中旬～9月中旬アジサイ　6月中旬～7月上旬,,入場無料ツバキまつり、アジサイまつり開催時は有料大人　500円（400円）小人（小・中学生）　250円（200円）（ ）内は団体（20名以上）料金,"日本有数の規模を誇る椿園をはじめ、あじさい園やしゃくなげ園など季節ごとに色とりどりの花を楽しむことができる。椿　1,500種　3万本あじさい　約100種　10万本その他　ツツジ、しゃくなげなど",,JR舞鶴線「東舞鶴」駅から京都交通バスで「舞鶴自然文化園」下車舞鶴若狭自動車道「舞鶴東」ICから車で20分,普通車約100台、大型バス約10台、無料,,舞鶴市土木課,0773-66-1053,,,,https://www.city.maizuru.kyoto.jp/kurashi/0000008152.html,2009-07-13,2021-06-11,
26000,0000003576,京都府,舞鶴市,舞鶴市立赤れんが博物館,マイヅルシリツアカレンガハクブツカン,,,京都府舞鶴市浜2011,,35.476105 ,135.387461 ,休日：年末年始（12/29～1/1）,,,9時～17時（入館は16時30分まで）,,一般　400円（300円）学生　150円（100円）（ ）内は団体（20名以上）料金引揚記念館との共通券　一般600円、学生200円,世界各国の珍しいれんがや日本におけるれんがの歴史などを紹介する、世界唯一のれんが博物館。明治36年（1903）に建てられた海軍の兵器倉庫を改装した建物は、れんが建築物としても貴重。国の重要文化財であり、日本遺産構成文化財です。,,JR舞鶴線「東舞鶴」駅から京都交通バス（西舞鶴行き）で「市役所前」下車、徒歩3分JR舞鶴線「東舞鶴」駅下車、徒歩15分舞鶴若狭自動車道「舞鶴東」ICから10分,無料※バス駐車可能,車椅子可,舞鶴市立赤れんが博物館,0773-66-1095,,,,,2009-07-13,2020-03-31,
26000,0000008659,京都府,舞鶴市,大庄屋　上野家,オオジョウヤ　ウエノケ,,,京都府舞鶴市西方寺285,,35.445587 ,135.215863 ,休日：水曜日、年末年始（12/29～1/3）,,,10時～16時,,,建物は国の登録有形文化財です。書院庭園は京都府の指定文化財として登録されています。資料館（無料）もあり、上野家当主の往時の貴重な資料等をご覧いただけます。,,京都縦貫自動車道「舞鶴大江」ICから約5分JR舞鶴線「西舞鶴」駅、または京都丹後鉄道宮舞線「西舞鶴」駅からタクシーで約20分,,車椅子可（要介助）,大庄屋　上野家,0773-60-8200,,,,http://www.uenoke.com/,2009-07-13,2021-02-22,
26000,0000003578,京都府,舞鶴市,海上自衛隊海軍記念館,カイジョウジエイタイカイグンキネンカン,,,京都府舞鶴市余部下,,35.475201 ,135.372055 ,,,,開館日は海上自衛隊ホームページ（https://www.mod.go.jp/msdf/maizuru/kengaku/0_kinenkan.html）でご確認ください。,,無料,旧海軍の様々な記念品や資料などを展示。明治34年（1901）東郷平八郎を初代司令官として鎮守府が設置された軍港・舞鶴にちなんで設立された記念館。その他「南極の石」や砕氷艦「しらせ」のパネル、模型などもある。日本遺産構成文化財です。,,JR舞鶴線「東舞鶴」駅から京都交通バスで10分「ジャパンユナイテッド造船前」下車、徒歩5分舞鶴若狭自動車道「舞鶴東」ICから15分,,,海上自衛隊広報係,0773-62-2250,,,,,2009-07-13,2021-02-22,団体は1ヶ月前までに要予約※業務等の都合により見学できない場合あり。事前に要問合せ。
26000,0000004047,京都府,舞鶴市,舞鶴市政記念館,マイヅルシセイキネンカン,,,京都府舞鶴市北吸,,35.474705 ,135.385434 ,休日：12/29～1/1,,,9時～17時（賃館利用のある場合は22時）,,,明治35年（1902）に旧海軍の兵器廠倉庫として建設され、戦後、市庁舎の一部として使用された施設を利用した芸術・文化の交流の場。舞鶴市の紹介コーナーや市民サロン、ホールなどがある。国の重要文化財であり、日本遺産構成文化財です。定員／ホール　200名,,JR舞鶴線「東舞鶴」駅から京都交通バス（西舞鶴行き）で「市役所前」下車、徒歩2分JR舞鶴線「東舞鶴」駅下車、徒歩15分舞鶴若狭自動車道「舞鶴東」ICから10分,,車椅子可,舞鶴市政記念館,0773-66-1096,,,,,2009-07-13,2019-03-14,
26000,0000004046,京都府,舞鶴市,舞鶴市総合文化会館,マイヅルシソウゴウブンカカイカン,,,京都府舞鶴市浜2021,,35.476764 ,135.388685 ,休日：月曜日（祝日の場合は火曜日）、12/29～1/3,,,窓口受付　平日　8時30分～19時　土曜日、日曜日、祝日　8時30分～17時15分,,,"大ホール、小ホール、会議室を備えた施設。定員／大ホール　約1,410名",,JR舞鶴線「東舞鶴」駅から京都交通バス（西舞鶴行き）で「市役所前」下車、徒歩5分JR舞鶴線「東舞鶴」駅下車、徒歩15分舞鶴若狭自動車道「舞鶴東」ICから10分,,車椅子可,舞鶴市総合文化会館,0773-64-0880,,,,,2009-07-13,2019-12-02,
26000,0000000563,京都府,福知山市,島田神社,シマダジンジャ,,,京都府福知山市字畑中1882-1,,35.281671 ,135.047021 ,,,,拝観自由,,,中世の豊富庄の総社。三間社流造りの本殿は、約500年前の室町時代後期、文亀2年（1502）頃に建立された建物。昭和62年（1987）6月に国の重要文化財に指定された。,,JR山陰本線、福知山線、または京都丹後鉄道宮福線「福知山」駅から京都交通バス（小牧線）で20分「畑中」下車、徒歩5分,,,福知山市文化・スポーツ振興課,0773-24-7065,,,,,2009-07-13,2019-03-05,
26000,0000006222,京都府,福知山市,元伊勢外宮豊受大神社,モトイセゲクトヨウケダイジンジャ,,,京都府福知山市大江町天田内60,,35.402570 ,135.151407 ,,,,参拝自由,,,三重県の伊勢神宮外宮の元宮になった神社。元々丹後地方に天下った農耕の神様で、雄略天皇の22年、神夢より伊勢山田原に迎えたのが伊勢宮外宮の始まりとされ、ここ豊受大神社はその元宮だと言われている。,,京都丹後鉄道宮福線「大江高校前」駅下車、徒歩15分京都丹後鉄道宮福線「大江」駅から市営バス（大江山の家線）で5分「外宮」下車京都縦貫自動車道「舞鶴大江」ICから車で約15分,無料,車椅子一部可,元伊勢外宮豊受大神社,0773-56-1560,,,,,2009-07-13,2019-03-05,
26000,0000000564,京都府,福知山市,大原神社,オオバラジンジャ,,,京都府福知山市三和町大原191-1,,35.245814 ,135.294237 ,,,,拝観自由,,無料,府の指定文化財。仁寿2年（852）に現南丹市美山町樫原に鎮座、弘安2年（1279）に大原の地へ遷座されたと伝えられる。祭神は、伊弉冉尊（いざなみのみこと）、天照大神（あまてらすおおみかみ）、月弓尊（つきよみのみこと）。荘厳な雰囲気の境内には、社殿、火神神社、水門神社などが鎮座し、舞台を備えた豪壮な茅葺の絵馬殿がある。古くから安産や五穀豊穣の神として、また最近では交通安全の神として知られ、多くの参拝者でにぎわっている。近くには府の有形民俗文化財に指定された産屋がある。※ご利益：安産、五穀豊穣、交通安全,,JR山陰本線「綾部」駅から市営バス（川合大原線）で20分「大原」下車、徒歩3分※市営バスは日曜日、祝日運休,大型バス2台、普通車30台、無料,,大原神社,0773-58-4324,,,,,2009-07-13,2021-02-05,
26000,0000005984,京都府,福知山市,大雲記念館（大雲の里/旧平野家住宅）,オオクモキネンカン（オオクモノサト/キュウヒラノケジュウタク）,,,京都府福知山市大江町北有路1936,,35.393035 ,135.176941 ,休日：月曜日（月曜日が祝日の場合は翌日）、祝日の翌日、年末年始,,,9時～17時（要予約）,,"入館料　一般　308円　高校生　209円　小・中学生　154円利用料　和室・茶室（各1室）　9時～13時　1,045円　13時～17時　1,353円　17時～22時　1,870円展示室　9時～22時　5,093円茶道具一式　2,000円",明治42年（1909）に建築。水運業で栄え、由良川流域の歴史を築いた「平野家」を再生したもので、京都府指定有形文化財に指定されている。母屋1階には10畳3間の続き座敷、縁側、式台構え、床・棚・書院を構え、中央には階段と仏間を配している。2階には近代の数寄屋意匠の茶室と座敷があり、2階吹き抜け空間にはギャラリーも設置されている。和室、茶室、ギャラリーとも文化的行事やサークル活動等に利用できる。（茶道具の貸し出し有り）なお、大雲記念館、研修宿泊施設の大雲塾舎、鬼伝説をテーマとして由良川流域の素材を使った料理が楽しめる鬼力亭とで「あしぎぬ大雲の里」を形成している。,,京都丹後鉄道宮福線「大江」駅から市営バス（二箇下線）で5分「大雲の里」下車京都縦貫自動車道「舞鶴大江」ICから国道175号舞鶴若狭自動車道「福知山」ICから国道9号～国道175号,30台,車椅子不可,大雲記念館（大雲の里/旧平野家住宅）,0773-57-0168,,,,http://ooekankou.jp,2009-07-13,2019-12-04,
26000,0000000568,京都府,福知山市,三和荘,ミワソウ,,,京都府福知山市三和町寺尾権現4番地,,35.223314 ,135.222197 ,休日：第3火曜日（7～8月は休まず営業）,,,日帰り入浴　平日　15時～22時　土曜日、日曜日、祝日　11時～22時レストラン　喫茶タイム　14時～17時　ランチタイム　11時～14時　ディナータイム　17時～21時（ラストオーダー20時）,,"桔梗城御膳（五色天ぷら、丹波地鶏すき焼などの彩豊かな御膳）　宿泊　8,800円　日帰り　2,800円（昼のみ）◇旬の里山会席プラン雅コース　宿泊　11,500円（休前日700円アップ）　日帰り　6,000円彩コース　　宿泊　10,000円（休前日700円アップ）　　日帰り　4,600円和御膳　　日帰り　3,600円◇里山鍋コース（10月～3月）　宿泊　10,000円（休前日700円アップ）　日帰り　4,500円※ぼたん鍋、牛すきやき、牛しゃぶしゃぶ、寄せ鍋（ぼたん鍋のみ11月～3月）の中からお選びいただけます。※各料金は消費税を含んだ総額表示です。その他、要問い合わせ",豊かな緑と自然に囲まれ、テニスコートやナイター設備もある運動広場や体育館などのスポーツレクリエーション施設が整っている。レストランもあり、地場産野菜を使用した郷土料理も人気がある。また、お風呂のお湯は光明石を利用した温泉水や薬草湯で、日帰り入浴もできる。花崗岩（かこうがん）の風呂と大理石の風呂が日替わりで男女入れ替わったり、露天風呂もある。,,JR山陰本線、福知山線、または京都丹後鉄道宮福線「福知山」駅からJRバス（園福線）で約30分「丹波新橋」下車、徒歩5分,無料,車椅子可車椅子対応トイレ有り,三和荘,0773-58-2310,,,,http://www.tanba-miwa.net/miwaso/,2009-07-13,2021-02-24,予約専用ダイヤルTEL.0773-58-2310http://www.tanba-miwa.net/miwaso/
26000,0000005980,京都府,福知山市,細野峠,ホソノトウゲ,,,京都府福知山市三和町菟原中～大身,,35.196219 ,135.266273 ,,,,,,無料,「全国歴史の道百選」に選ばれた、三和町菟原中から大身へ越える全長2kmの峠。古くから山陰道の要衝として数多くの通行者があり、小式部内侍の「大江山いく野の道の遠ければまだふみもみず天の橋立」にも詠まれた、大江山生野道にあたる。,,JR山陰本線、福知山線、または京都丹後鉄道宮福線「福知山」駅からJRバス（園福線）で40分「菟原」下車、徒歩15分,,,細野峠,,,,,,2009-07-13,2020-05-26,
26000,0000000576,京都府,福知山市,大江山鬼瓦公園,オオエヤマオニガワラコウエン,,,京都府福知山市大江町河守（大江駅前）,,35.388824 ,135.147681 ,,,,園内自由,,,京都丹後鉄道宮福線大江駅前にある「大江山鬼瓦公園」は、全国の鬼師（鬼瓦制作者）の集大成ともいえる作品が72個、一堂に野外展示されている。ほかにも鬼のプロムナード、鬼の酒噴水、鬼の街灯、鬼のマンホール蓋など、すべてが鬼のデザインで統一されている。また、屋根付き鬼の回廊の壁には町内の小学生が作ったユニークな鬼の面が展示されている。,,京都丹後鉄道宮福線「大江」駅下車,,車椅子可,福知山観光協会大江支部（大江まちづくり住民協議会）,0773-56-1055,,,,,2009-07-13,2019-03-05,
