anchor_id,city_id,city_name,anchor_name,anchor_name_local,anchor_name_en,anchor_type,official_source_type,source_url,address,lat,lng,partner_candidate_reason
official-fukuoka-yatai-235006,jp-fukuoka,후쿠오카,長浜市民球場,長浜市民球場,Nagahama Shimin kyujo,food_place,official_yatai,https://yokanavi.com/yatai/235006/,福岡県福岡市中央区長浜3-14,33.593104,130.3875172,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235008,jp-fukuoka,후쿠오카,屋台のたまちゃん別館,屋台のたまちゃん別館,Yatai no Tamachan Annex,food_place,official_yatai,https://yokanavi.com/yatai/235008/,福岡県福岡市中央区長浜3-14,33.5930497,130.3874039,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235010,jp-fukuoka,후쿠오카,屋台のたまちゃん,屋台のたまちゃん,Yatai no Tamachan,food_place,official_yatai,https://yokanavi.com/yatai/235010/,福岡県福岡市中央区長浜3-14,33.59302,130.3873533,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235012,jp-fukuoka,후쿠오카,長浜のひろし,長浜のひろし,Nagahama no Hiroshi,food_place,official_yatai,https://yokanavi.com/yatai/235012/,福岡県福岡市中央区長浜3-14,33.5929821,130.3872463,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235014,jp-fukuoka,후쿠오카,長浜屋台 どげん家,長浜屋台 どげん家,Dogenya,food_place,official_yatai,https://yokanavi.com/yatai/235014/,福岡県福岡市中央区長浜3-14,33.5929664,130.3872082,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235016,jp-fukuoka,후쿠오카,長浜少衛,長浜少衛,Nagahama Shoei,food_place,official_yatai,https://yokanavi.com/yatai/235016/,福岡県福岡市中央区長浜3-14,33.5929529,130.3871715,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-235018,jp-fukuoka,후쿠오카,明太中毒,明太中毒,Mentai Chudoku,food_place,official_yatai,https://yokanavi.com/yatai/235018/,福岡県福岡市中央区長浜3-14,33.5929395,130.3871357,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124519,jp-fukuoka,후쿠오카,新鮮具味,新鮮具味,Shinsengumi,food_place,official_yatai,https://yokanavi.com/yatai/124519/,福岡県福岡市中央区西中洲11-9（小島ビル）,33.5894019,130.4040157,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122482,jp-fukuoka,후쿠오카,屋台もり,屋台もり,Mori,food_place,official_yatai,https://yokanavi.com/yatai/122482/,福岡県福岡市博多区中洲4-1,33.5914059,130.4070188,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124510,jp-fukuoka,후쿠오카,安さん,安さん,Yasusan,food_place,official_yatai,https://yokanavi.com/yatai/124510/,福岡県福岡市中央区天神2-1-1（福岡三越前）,33.5882722,130.4005732,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-267999,jp-fukuoka,후쿠오카,天神屋台ぞのちゃん,天神屋台ぞのちゃん,tenjinytai zonochan,food_place,official_yatai,https://yokanavi.com/spots/267999,福岡県福岡市中央区渡辺通4-1-36（BiVi福岡前）,33.585512,130.403213,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-268000,jp-fukuoka,후쿠오카,博多屋台からす天狗,博多屋台からす天狗,hakatayatai karasutengu,food_place,official_yatai,https://yokanavi.com/spots/268000,福岡県福岡市中央区渡辺通4-1-36（BiVi福岡前）,33.585512,130.403213,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-268001,jp-fukuoka,후쿠오카,バル河野,バル河野,BAL Kono,food_place,official_yatai,https://yokanavi.com/spots/268001,福岡県福岡市中央区天神4-2-1,33.593127,130.400541,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-268018,jp-fukuoka,후쿠오카,LEF,LEF,LEF,food_place,official_yatai,https://yokanavi.com/spots/268018,福岡県福岡市中央区天神4-2-1,33.593127,130.400541,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-268019,jp-fukuoka,후쿠오카,にのつぎ,にのつぎ,Ninotsugi,food_place,official_yatai,https://yokanavi.com/spots/268019,福岡県福岡市中央区渡辺通4-1-36（BiVi福岡前）,33.585512,130.403213,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-268023,jp-fukuoka,후쿠오카,長浜屋台がぶがぶ。,長浜屋台がぶがぶ。,nagahamayatai gabugabu,food_place,official_yatai,https://yokanavi.com/spots/268023,福岡県福岡市中央区長浜3-14,33.59313,130.387712,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
